album,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Radio Romance,Tiffany,spotify:track:7tSHnwXxOk8BiRWzlLWfZ9,0.61,0.762,11,-11.207,1,0.0316,0.00976,0.000505,0.419,0.778,136.149
Crocodile Rock,Elton John,spotify:track:6WCeFNVAXUtNczb7lqLiZU,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91
Runaway,Bon Jovi,spotify:track:0X1sqQ652p1sceKM2nJlIJ,0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445
Watercolour Ponies,Wayne Watson,spotify:track:05a8XJJIJoiX9wPg7JGqbe,0.534,0.236,1,-12.755,0,0.0276,0.766,0.0,0.112,0.252,100.723
Mississippi Squirrel Revival,Ray Stevens,spotify:track:54zSjfZLFDQXSWkZzwlYJE,0.695,0.499,0,-13.283,1,0.0661,0.179,0.0,0.0598,0.695,108.085
Tell It to My Heart,Taylor Dayne,spotify:track:3YVPpVJvJG2EauXurPA90F,0.638,0.988,1,-5.042,1,0.0921,0.0302,1.16e-05,0.371,0.723,117.955
Que Sera Sera,Pink Martini,spotify:track:7GGehQ6H7fUmvMHBccJkpk,0.335,0.218,7,-12.309,1,0.0328,0.758,1.52e-06,0.0849,0.317,121.139
Relax,Frankie Goes To Hollywood,spotify:track:2K22nUTdyr48JDwI5t906t,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93
Bed Of Roses,Bon Jovi,spotify:track:1zng9uqqXoPkmU05nsAlsw,0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587
Look On Down From The Bridge,Mazzy Star,spotify:track:010ALbbh5KlQ4fKWgSdhRd,0.37,0.0772,0,-19.322,1,0.0414,0.642,0.69,0.112,0.0954,119.942
Not Over You,Gavin DeGraw,spotify:track:6j7hih15xG2cdYwIJnQXsq,0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,spotify:track:5b2bu6yyATC1zMXDGScJ2d,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979
Secrets,OneRepublic,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021
Rx (Medicate) - Symphonic Acoustic,Theory of a Deadman,spotify:track:5Bd0ckNtNsxISCa6uuxMLK,0.638,0.359,1,-6.457,1,0.029,0.782,0.0,0.0972,0.294,59.965
Holiday,Green Day,spotify:track:4VgEM12OeaN3GyBV487Me7,0.552,0.89,8,-3.409,1,0.0342,0.000143,0.0,0.888,0.716,146.525
Come Sail Away,Styx,spotify:track:0PsbWiVtix5FoTZ1s00mEl,0.324,0.335,0,-15.595,1,0.0355,0.099,1.08e-06,0.0995,0.141,119.513
If You Don't Love Me (I'll Kill Myself),Pete Droge,spotify:track:2T9AeuP4y28iAZW295tglJ,0.419,0.734,7,-7.841,1,0.0294,0.00357,2.32e-05,0.243,0.729,130.783
"Sweat (Brooklyn Bowl, 5.20.17) [Live]",The Main Squeeze,spotify:track:7Doe3EvjSq4vXzwEDaixb3,0.512,0.865,9,-6.101,1,0.189,0.378,3.03e-05,0.146,0.836,123.331
Shot,The Main Squeeze,spotify:track:74YtbinTtTiuI5ph0VUNJD,0.445,0.848,4,-4.608,0,0.133,0.00334,0.0456,0.0881,0.611,135.749
Gimme Danger,The Stooges,spotify:track:0yOcVe3GzHnKT2bdlVb8jR,0.361,0.859,3,-5.122,0,0.0585,0.00339,0.679,0.0864,0.231,132.222
Stairway to Heaven - Remaster,Led Zeppelin,spotify:track:5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433
Dark Horse,Katy Perry,spotify:track:5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931
Santa Fe,Adam Pascal,spotify:track:2TN1LttjDusbg3hzeH9MzJ,0.697,0.56,9,-6.926,1,0.121,0.594,1.71e-06,0.112,0.448,157.521
For the Damaged Coda,Blonde Redhead,spotify:track:7jA5OcunWRSYXq98puhAX8,0.499,0.468,0,-9.995,0,0.0396,0.795,0.88,0.0899,0.0763,141.463
Can You Feel the Love Tonight,Beyoncé,spotify:track:1zSKtBze2IReYU44W0lDzd,0.337,0.331,5,-10.16,1,0.0385,0.657,0.0,0.085,0.35,103.203
Stampede,Hans Zimmer,spotify:track:6aGHQu7gHrYgVSXvF5udUt,0.184,0.623,2,-12.145,0,0.0883,0.367,0.814,0.0467,0.0382,106.569
Forever Young,Ursine Vulpine,spotify:track:0lkOnOscrC7YeHK4H3WzCX,0.232,0.494,9,-11.58,0,0.0569,0.578,0.0623,0.0897,0.0385,109.138
Yesterday - Remastered 2009,The Beatles,spotify:track:3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529
Someone You Loved,Lewis Capaldi,spotify:track:2XfZTkN2rTMw4ncgdP0fY9,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891
The Miracle (Of Joey Ramone),U2,spotify:track:2HNeoSQWVkCwrBOZPMjQRl,0.488,0.824,2,-7.878,1,0.0823,0.0112,0.0,0.348,0.24,134.814
Wicked Game,Daisy Gray,spotify:track:5Vg8XNROaFqfgX6EaLoQYN,0.298,0.356,3,-10.955,1,0.0353,0.858,0.000377,0.0652,0.052,101.605
River,Bishop Briggs,spotify:track:0TGTE9TEh9qzuFwmtRNICn,0.726,0.484,2,-6.707,0,0.0477,0.274,2.44e-06,0.0874,0.561,62.493
A Place in the Sun (Acoustic),The Elms,spotify:track:78M874Q4SC5JpvtUmsVDc0,0.649,0.406,9,-7.509,1,0.0304,0.822,7.34e-06,0.113,0.404,108.997
Eleanor Rigby - Remastered 2009,The Beatles,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831
Little Talks,Julia Sheer,spotify:track:1ulDt6ySVbMbzZCBO6hSfb,0.637,0.263,5,-9.094,0,0.0399,0.873,0.0,0.164,0.487,97.423
Drag Me Down / As Long As You Love Me,Gardiner Sisters,spotify:track:7B0hVrD5iwkiQhHSjUjSrz,0.678,0.346,3,-8.571,1,0.0345,0.848,0.0,0.128,0.461,135.989
Sounds And Thoughts,Kaleidoscope Jukebox,spotify:track:0tb6zLbssuZLKvWUoy4ni4,0.546,0.808,1,-6.353,1,0.067,0.112,0.48,0.263,0.763,170.034
Movin' Out (Anthony's Song),Billy Joel,spotify:track:45rEbIrmTMmPfmvmDEqdEo,0.668,0.89,2,-5.005,0,0.0329,0.45,1.94e-05,0.0545,0.893,133.876
Lost Boy,Ruth B.,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994
Cheek to Cheek - Extended Mix,Odd Chap,spotify:track:59mwMv7hu4NsCdaXENW1JV,0.697,0.964,7,-3.611,1,0.117,0.0134,0.0534,0.0486,0.783,99.017
Black Betty,Caravan Palace,spotify:track:2erfXuZOAQ8T6FjJPDFpBC,0.832,0.948,4,-3.979,0,0.0502,0.192,0.000117,0.0806,0.864,121.973
Queen of Chinatown,Amanda Lear,spotify:track:2JGSaHOvwcx7yfijBUbrFU,0.674,0.747,5,-9.251,1,0.0767,0.0019,0.0205,0.176,0.905,128.196
S. B. M. T.,The Bastard Suns,spotify:track:27RHCJ5d9xz076XO8cH9sB,0.751,0.747,7,-5.494,0,0.0581,0.0274,0.0,0.147,0.792,129.054
Raised By Wolves,U2,spotify:track:7iOX1fIesxEQUoSChli4Y0,0.622,0.601,1,-8.702,1,0.0319,0.183,1.63e-06,0.129,0.438,141.931
Tom Sawyer,Rush,spotify:track:3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559
A Bar In Amsterdam,Katzenjammer,spotify:track:0ytvlQNCJmSY6l6a840U5A,0.589,0.799,7,-5.233,0,0.0907,0.0771,6.46e-06,0.37,0.713,143.954
Another Irish Drinking Song,Da Vinci's Notebook,spotify:track:3QxgOiZSkuyq7hALKV3fJa,0.78,0.529,2,-9.549,1,0.498,0.896,0.0,0.654,0.966,141.763
I Will Survive,Cake,spotify:track:0qgiFuYhYuwtFXEwYakddE,0.507,0.683,7,-8.079,1,0.0316,0.303,0.000132,0.142,0.901,95.732
Want You Gone,Aperture Science Psychoacoustic Laboratories,spotify:track:1NHsYfWMlDzCJEOOM3bIFY,0.617,0.507,1,-5.926,0,0.0551,0.0431,6.91e-06,0.106,0.879,100.166
Every One of Us,Rick Astley,spotify:track:5b6zAh5CNRv6dN5JrMNtmk,0.615,0.876,3,-2.881,1,0.033,0.162,0.0,0.117,0.744,98.045
Alone - Live,Heart,spotify:track:53Om78AwCypEIDszjG4ebo,0.241,0.394,6,-7.293,1,0.0299,0.597,0.0105,0.332,0.0964,131.266
India,BoomBox,spotify:track:386CJPc8jgJMRlzhKfWlFO,0.923,0.339,9,-11.391,1,0.0712,0.0629,0.0299,0.101,0.571,111.013
Caught In The Crowd,Kate Miller-Heidke,spotify:track:7ti8eUguyyIOxvM1jKblr4,0.605,0.587,9,-6.028,1,0.0479,0.468,0.0,0.105,0.43,169.876
Code Monkey,Jonathan Coulton,spotify:track:3cLqK3LPVrTIzfENVmYLoU,0.583,0.619,4,-6.827,1,0.0443,0.172,0.0,0.0951,0.804,159.973
Callin' Out,Lyrics Born,spotify:track:7GLq7uJTZbgcrOQllpjxsf,0.848,0.673,1,-4.101,1,0.293,0.169,0.0,0.0865,0.94,94.921
We Can’t Stop,Scott Bradlee's Postmodern Jukebox,spotify:track:1gi65cLj9jXpaEJ3z3vaqY,0.704,0.59,4,-8.183,1,0.0435,0.604,0.0,0.1,0.565,114.069
Medley: Sexy Ladies / Let Me Talk to You (Prelude),Justin Timberlake,spotify:track:3DxnAINrl5zqnOtC78QBzq,0.693,0.435,6,-5.866,1,0.284,0.0124,3.7e-05,0.0871,0.598,99.946
Creep,Scott Bradlee's Postmodern Jukebox,spotify:track:2Jju8C95blJcGMqtMKETbH,0.292,0.359,5,-9.043,1,0.0328,0.697,1.85e-05,0.108,0.228,177.334
All About That Bass,Scott Bradlee's Postmodern Jukebox,spotify:track:4CNUDscRrCQAf0qqLwuIXU,0.571,0.463,9,-8.076,1,0.115,0.779,1.21e-06,0.179,0.606,121.567
Royals,Scott Bradlee's Postmodern Jukebox,spotify:track:1Ror5ReO93QlIp0vJ4wHxB,0.678,0.574,3,-7.943,1,0.0845,0.363,3.89e-05,0.0815,0.448,148.916
Stacy’s Mom,Scott Bradlee's Postmodern Jukebox,spotify:track:14A7iordd24zLljUxI7Hc3,0.61,0.878,8,-5.436,1,0.0498,0.519,0.0,0.242,0.758,133.054
Rude,Scott Bradlee's Postmodern Jukebox,spotify:track:2MW0hEEMNL6AwYSNpY09yA,0.454,0.756,1,-5.407,1,0.0676,0.484,0.0,0.0937,0.763,147.657
Thrift Shop,Scott Bradlee's Postmodern Jukebox,spotify:track:1dzMV3NHumGKZ4W5PZHMJM,0.719,0.732,1,-4.518,1,0.246,0.352,0.0,0.0738,0.895,106.329
Sorry,Scott Bradlee's Postmodern Jukebox,spotify:track:322fx0gDLh68rI09LLVhht,0.365,0.678,7,-5.897,1,0.143,0.623,0.0,0.155,0.745,176.264
Maps,Scott Bradlee's Postmodern Jukebox,spotify:track:3I51AMwnzyYwP58qPOX6A0,0.628,0.654,1,-5.466,0,0.0452,0.813,6.6e-06,0.106,0.673,102.025
Miracle,Caravan Palace,spotify:track:4trtuxyoMRBjS8wY6PB7OR,0.712,0.888,7,-4.996,1,0.0621,0.61,0.000614,0.116,0.51,100.0
Melancolia,Caravan Palace,spotify:track:0K8ML5cB3rGmNe1oOVTXPo,0.71,0.688,6,-6.622,1,0.0305,0.656,1.62e-06,0.0972,0.768,136.032
Born to Die,The Amity Affliction,spotify:track:2BmvafX08HneGOFozVGB6P,0.425,0.993,4,-3.974,0,0.108,0.00432,0.0,0.284,0.156,96.043
Born To Die,Lana Del Rey,spotify:track:487OPlneJNni3NWC8SYqhW,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22e-05,0.277,0.379,86.02
Off To The Races,Lana Del Rey,spotify:track:5IyblF777jLZj1vGHG2UD3,0.399,0.721,4,-5.562,0,0.0523,0.0621,0.00282,0.278,0.113,160.125
Baby Got Back,Jonathan Coulton,spotify:track:7dUMK0nYcV3jVGHlDuLM9w,0.545,0.6,0,-10.27,1,0.0309,0.197,0.000446,0.104,0.587,180.024
Born to Die (Dance Mix),The Re-Mix Heroes,spotify:track:3XxCL1kbzXC9SKw1qLvWHu,0.814,0.77,4,-6.169,0,0.0509,0.0401,2.04e-05,0.202,0.776,119.995
I Feel Love,Sam Smith,spotify:track:29MOOOmMRPeWyPwKQFoF5t,0.719,0.708,0,-7.418,1,0.0417,0.00645,0.201,0.064,0.256,126.015
House of the Rising Sun,Five Finger Death Punch,spotify:track:3cZr1Z832aXANu6a9fifkx,0.47,0.958,4,-3.382,0,0.0964,0.00183,0.0012,0.107,0.255,76.977
Parvati's Singing Bowl,Kaleidoscope Jukebox,spotify:track:1kxibL2OWQfLJMQTMPIqVL,0.504,0.704,9,-5.85,0,0.0417,0.0118,0.565,0.194,0.317,113.276
Hotel Yorba,The White Stripes,spotify:track:66Xoy2shVLpqTMvcziDCUy,0.385,0.791,7,-2.647,1,0.0949,0.454,0.0,0.0755,0.764,194.642
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,spotify:track:5fnA9mkIfScSqHIpeDyvck,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013
21st Century Cure,Terrance Zdunich,spotify:track:72p0iFeYYSCulZ3kRs5l5p,0.379,0.932,4,-5.957,1,0.127,0.0571,0.0261,0.667,0.312,115.786
Until We Say Goodbye,Joe Satriani,spotify:track:295rBxcbFFtYUx1ry8f2Xa,0.537,0.615,0,-7.173,1,0.0252,0.136,0.79,0.123,0.34,76.0
Hard Habit to Break - 2006 Remaster,Chicago,spotify:track:3Tows9RnoAq9CmMJaII2cO,0.584,0.612,2,-5.833,1,0.0283,0.448,0.0,0.171,0.402,81.182
Coral - Original Mix,Undercatt,spotify:track:51clotloAbKWzismMiPc66,0.805,0.577,6,-9.982,0,0.0589,0.00833,0.934,0.103,0.321,122.985
Love Never Dies (Part 1 Edit),Apoptygma Berzerk,spotify:track:0ptLSY2thWxWd2l9jT6G0Q,0.523,0.879,2,-7.062,1,0.0288,4.74e-05,0.794,0.113,0.185,128.012
Cry Little Sister - Original Lost Boys Film Version,G Tom Mac,spotify:track:62PEgf5TnB9ZoEbnBMdLJI,0.446,0.702,2,-6.341,0,0.0791,0.132,0.00376,0.138,0.305,146.051
Numa Numa Meets Metal,ERock,spotify:track:68F4JiFJEvlhj5soK2MnP5,0.268,0.969,8,-4.25,0,0.233,0.00086,0.00221,0.316,0.261,140.861
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,spotify:track:6FRLCMO5TUHTexlWo8ym1W,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959
All By Myself,Céline Dion,spotify:track:0gsl92EMIScPGV1AU35nuD,0.344,0.325,11,-10.005,0,0.0287,0.35,0.0223,0.0686,0.0775,118.515
Mad World,Scott Bradlee's Postmodern Jukebox,spotify:track:6Qk1YmTx5VyaAEDK2UuBrj,0.481,0.267,0,-8.588,1,0.0322,0.759,0.0,0.156,0.397,106.143
Mad World,Tears For Fears,spotify:track:0Qv7xi6uPSqH2k82tOkGSt,0.647,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729
I've Got the Music in Me,Kiki Dee,spotify:track:2dpGNisIy8LNjpEGzDdtft,0.492,0.85,7,-6.137,1,0.159,0.277,3.46e-05,0.634,0.343,119.469
Mad World,Susan Boyle,spotify:track:4sJcVmy0uaFsLupAWgGzqe,0.358,0.188,7,-14.325,1,0.0336,0.85,0.000141,0.109,0.116,173.849
Mad World,Wise Guys,spotify:track:5mhNS11C9zm6l6AjzePz4h,0.434,0.0548,3,-13.747,1,0.0578,0.696,0.0,0.145,0.35,178.554
Mad World - Edit Mix,Belmond & Parker,spotify:track:6Lb8U5ZUe7hfgTgtrD4Knv,0.683,0.934,6,-4.87,0,0.0424,0.0726,0.000135,0.0983,0.255,130.036
Secret Agent Man,Johnny Rivers,spotify:track:2BlaUfBTbWG50DoZHBD1uV,0.539,0.452,4,-16.838,0,0.0461,0.0238,0.0197,0.944,0.928,163.101
The Great Pretender,Freddie Mercury,spotify:track:7m1JSCGnmorA3tjtWJpDj4,0.364,0.525,7,-8.405,1,0.0297,0.0459,3.04e-05,0.131,0.256,104.1
The Great Pretender,The Platters,spotify:track:2FkCjtQ1lYsf71s2FAS8hE,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71
The Hampsterdance Song,Hampton The Hampster,spotify:track:5pP3RGiUtFVZlWotyJb9Ei,0.729,0.93,6,-7.96,0,0.0405,0.145,0.338,0.92,0.965,136.014
I'm Gonna Be (500 Miles),Sleeping At Last,spotify:track:0dHF8t7OIhgPele5WRUfWG,0.394,0.228,4,-12.584,1,0.0431,0.966,3.81e-05,0.113,0.258,104.625
Kids - Soulwax Mix,MGMT,spotify:track:0ABUwW2eGGtBMc696DHGkk,0.565,0.857,9,-5.349,1,0.079,0.000239,0.0425,0.0433,0.291,128.006
Give It 2 Me,Madonna,spotify:track:6G7d2cbkZSaAOE0H6K1ohb,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019
Need You Now,Lady A,spotify:track:11EX5yhxr9Ihl3IN1asrfK,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943
The Curse,Kurt Bestor,spotify:track:7oSkFQRFS7e7pQw2zFeNvW,0.24,0.254,5,-12.096,1,0.0369,0.929,0.000161,0.134,0.192,152.738
I Don't Need,Alec Troniq,spotify:track:7zRvCshSGbWCPUNq9G4cvy,0.834,0.551,10,-9.103,1,0.0684,0.00911,0.0236,0.107,0.431,120.015
Carry On,fun.,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434
Overkill - Acoustic Version,Colin Hay,spotify:track:5bbgiWfaHG6Vruyg3OWQuU,0.725,0.259,2,-10.959,1,0.0382,0.843,2.63e-06,0.112,0.2,133.849
American Pie,Cast of Zoey’s Extraordinary Playlist,spotify:track:6S4ylaXOtPWR6H3WoZWiiB,0.517,0.531,4,-4.84,0,0.0605,0.341,0.0,0.102,0.385,139.852
I'm Gonna Be (500 Miles),Cast of Zoey’s Extraordinary Playlist,spotify:track:1peCHemW6BH2PNMsdMJ1ds,0.658,0.267,4,-7.729,1,0.0969,0.576,0.0,0.112,0.666,132.826
Crazy,Cast of Zoey’s Extraordinary Playlist,spotify:track:4Yw8TgTbkbqJ2BWFBPhc7C,0.799,0.597,0,-4.791,0,0.03,0.00462,0.0742,0.143,0.615,111.94
I Want You to Want Me,Cast of Zoey’s Extraordinary Playlist,spotify:track:60p7hvC3euMzGdRA1fjzXG,0.525,0.461,4,-6.48,1,0.062,0.324,0.0,0.101,0.0629,177.911
The Great Pretender,Cast of Zoey’s Extraordinary Playlist,spotify:track:2GyirvxW9fQhBYcuygukF7,0.343,0.405,10,-6.931,1,0.0451,0.339,0.0,0.0863,0.478,79.477
I Wanna Dance with Somebody,Cast of Zoey’s Extraordinary Playlist,spotify:track:4E8XDdTLf0hwMlumjjJzaM,0.603,0.252,6,-12.192,1,0.0339,0.286,1.16e-06,0.0563,0.0667,109.912
Jealous,Cast of Zoey’s Extraordinary Playlist,spotify:track:5bxkOQTxwGygiEUciHnIiO,0.648,0.75,7,-3.454,1,0.0906,0.0198,2.95e-06,0.116,0.484,93.056
The Melody Within,Kurt Bestor,spotify:track:4b37qBHC4LG1OSOqtt8GPC,0.266,0.188,5,-11.718,1,0.0347,0.923,4.1e-06,0.12,0.134,87.144
Through The Roof N' Underground (feat. Eugene Hütz),Gogol Bordello,spotify:track:0DORr5qERyz7c7oH3u28q7,0.412,0.428,0,-10.635,1,0.0397,0.438,2.4e-06,0.0778,0.677,98.038
Walk Hard,John C. Reilly,spotify:track:1ti7FlOjQV7ZmgMjN1M4Oc,0.618,0.779,2,-5.877,1,0.0472,0.173,0.0325,0.307,0.474,96.754
Guilty As Charged,John C. Reilly,spotify:track:7Fegy4P9imqvQHPDKAK4BY,0.588,0.605,8,-6.849,1,0.0638,0.327,0.13,0.129,0.764,80.121
Leave Me Burning,Carlton Hayes,spotify:track:6f8xewYcUrTJD9saFBfYdQ,0.387,0.605,5,-8.321,1,0.0315,0.144,0.000147,0.279,0.188,138.769
Since God Invented Girls,Elton John,spotify:track:0agGbBdOQuH2qIsVzL6Hao,0.501,0.493,8,-9.651,1,0.0271,0.328,0.0,0.162,0.103,68.412
What Is Love (Metal Version),UMC,spotify:track:4ZYlBuZZw3eiZwvc6SbQoW,0.536,0.933,1,-5.321,1,0.0663,0.000961,0.0019,0.276,0.54,123.839
Diamonds - Acoustic Dance Sessions,Yori,spotify:track:0rtItw1Gs6BvTvNppLD7FU,0.722,0.514,0,-13.198,0,0.033,0.823,0.00488,0.103,0.618,94.01
Only Girl (In The World),Lola Rhodes,spotify:track:0cgu69vaxW8IBiSEfXo8dZ,0.549,0.147,6,-12.579,0,0.032,0.869,0.0,0.111,0.0846,105.972
Neon Moon - with Kacey Musgraves,Brooks & Dunn,spotify:track:3lVPtkNFoIyPPGVdNri4VH,0.645,0.552,3,-7.623,1,0.033,0.167,2.33e-05,0.0718,0.214,102.881
"Your Song - From ""Moulin Rouge"" Soundtrack",Ewan McGregor,spotify:track:1rDklEm1rIKphZ7EvWinHm,0.277,0.331,5,-9.292,1,0.0373,0.515,6.26e-05,0.111,0.256,133.233
"Shame - 12"" Disco Mix","Evelyn ""Champagne"" King",spotify:track:0QewO59ixTHz3bsa4mRHup,0.717,0.817,11,-9.188,0,0.0415,0.00945,0.0263,0.134,0.893,134.492
Your Song,Ellie Goulding,spotify:track:2mN9PvVZX0thvOclMwQAju,0.48,0.195,10,-11.952,1,0.0313,0.936,0.000762,0.18,0.411,133.563
Puttin' on the Ritz,Taco,spotify:track:1taGkdO3DQsNRIQrarhVvc,0.798,0.292,0,-17.112,1,0.0777,0.152,0.00101,0.185,0.812,98.653
Major Tom,Shiny Toy Guns,spotify:track:6MQdIVpcXuaa9QpuCd33ei,0.637,0.79,10,-6.776,0,0.0383,0.0458,0.0041,0.249,0.607,164.822
Run,Leona Lewis,spotify:track:4hrAKlxfblnG7llBEEX7TR,0.285,0.462,5,-6.166,0,0.0291,0.428,5.61e-06,0.122,0.0923,142.365
Somewhere to Hide,Shiny Toy Guns,spotify:track:0ustKbONSPtdPBlmC1r0kP,0.549,0.747,11,-5.74,0,0.0433,2.85e-05,0.000131,0.111,0.216,124.956
Because of You,Kelly Clarkson,spotify:track:3f3omU8n47Mqyab5nCaGyT,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039
Rabbit Run,Eminem,spotify:track:30KKYkJ0lonfKI2eaLACnZ,0.563,0.842,6,-3.639,0,0.319,0.0026,0.0,0.16,0.336,95.392
Be My Lover,La Bouche,spotify:track:7FoUzKTSQp25oe32pY9z5p,0.669,0.941,1,-5.765,0,0.0313,0.00129,4.3e-06,0.886,0.841,134.809
Hypnotized - Krabbe Remix,Oliver Koletzki & Fran,spotify:track:1qZ6Yt6Mbas8IjDtvo9QQz,0.793,0.674,7,-9.213,1,0.0397,0.00723,0.734,0.206,0.832,123.061
"Touch Me I'm Going To Scream, Pt. 2",My Morning Jacket,spotify:track:5x4Tv2PICzkwkixYuSmbYX,0.676,0.352,2,-10.239,0,0.0345,0.129,0.283,0.11,0.492,121.438
"Always with Me, Always with You",Joe Satriani,spotify:track:0NNep3grWO95CVGp04gMM4,0.575,0.295,11,-12.584,1,0.0326,0.484,0.703,0.0639,0.394,144.366
Rät,Penelope Scott,spotify:track:25z6kpmIwkCUqk2IORrJ5v,0.591,0.45,5,-13.291,0,0.26,0.312,0.000116,0.147,0.304,144.201
Best I Ever Had (Grey Sky Morning),Vertical Horizon,spotify:track:2EVNYzHWebyLvKxPX6Ozt8,0.429,0.565,6,-7.274,1,0.025,0.0142,3.72e-06,0.101,0.192,85.716
2young,Stop Light Observations,spotify:track:0YYYnjGL5VV9thEHIaGU4h,0.704,0.66,2,-7.698,1,0.0437,0.118,0.00372,0.389,0.469,155.085
San Francisco,The Mowgli's,spotify:track:5RRWirYSE08FPKD6Mx4v0V,0.307,0.847,11,-4.215,1,0.0551,0.0215,0.0,0.0783,0.34,93.072
Love Me Right,Amber Mark,spotify:track:2xWVD6aecDSHroyPVVcPpa,0.53,0.525,5,-6.767,0,0.0522,0.0842,2.11e-05,0.109,0.231,179.944
Higher Ground,Jonathan Murrill,spotify:track:7cTMGTptPgTTALJ5riQL9W,0.497,0.654,1,-6.645,0,0.0324,0.0209,0.00044,0.0322,0.319,83.127
50 Ways to Say Goodbye,Train,spotify:track:2NniAhAtkRACaMeYt48xlD,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043
Kissing You,Keith Washington,spotify:track:6LqiE1yBBf9IuTxaTpTyiF,0.494,0.495,7,-8.855,1,0.0312,0.184,0.0,0.127,0.233,126.515
Another Day In Paradise,Saxtribution,spotify:track:62ecwMJuFVg9rjT0sT6jug,0.606,0.414,5,-8.94,0,0.0346,0.533,0.263,0.0642,0.585,203.673
Circles,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
Lo Que Siento,Cuco,spotify:track:3oyf4dalm17kzTE8LJDbgR,0.326,0.685,10,-5.576,1,0.179,0.503,0.0,0.427,0.409,86.882
World in My Eyes - Cicada Mix,Depeche Mode,spotify:track:43fsHnjiJFWSCp2S5dMCxA,0.749,0.831,8,-5.326,1,0.0412,0.000721,0.35,0.101,0.848,124.985
Ghost - Talul Remix,HRRSN,spotify:track:73Q3tXy90jJf0PwfQ0MPP9,0.723,0.812,9,-8.736,1,0.0468,0.00607,0.717,0.0436,0.135,122.021
La Grange,ZZ Top,spotify:track:060SIy6PC30dMWw6wI6292,0.469,0.532,9,-15.666,0,0.0609,0.0128,0.125,0.118,0.52,160.914
"Lovin', Touchin', Squeezin'",Journey,spotify:track:0VQ0n5gMgJLNixG8BfWBT5,0.403,0.644,2,-8.608,1,0.0439,0.0991,0.000179,0.231,0.714,211.27
Girl - Remastered 2009,The Beatles,spotify:track:6tQvjqDIK9GXWIC6mejms8,0.699,0.294,5,-13.205,0,0.0294,0.587,0.0,0.117,0.893,96.615
Everybody Knows,Leonard Cohen,spotify:track:60s0QWaOZ2UTzqdIHBCt3x,0.785,0.457,1,-13.827,0,0.0273,0.643,2.57e-06,0.172,0.692,104.205
Feel Alright,Poolside,spotify:track:1kZklN5swy3NGwOf5NTICP,0.604,0.794,4,-5.58,0,0.0394,0.00696,0.121,0.067,0.863,105.992
